 "i" , "p" , "o" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gcc-5-5.4.0-6ubuntu1~16.04.10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/bzip2-1.0.6-8" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/condor-8.4.2~dfsg.1-1build1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libpciaccess-0.13.4-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pango1.0-1.38.1-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/dash-0.5.8-2.1ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/heimdal-1.7~git20150920%2Bdfsg-4ubuntu1.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/x11proto-input-2.3.1-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lksctp-tools-1.0.16%2Bdfsg-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libdatrie-0.2.10-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/dpkg-1.18.4ubuntu1.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/db5.3-5.3.28-11ubuntu0.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/init-system-helpers-1.29ubuntu4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/rtmpdump-2.4%2B20151223.gitfa8646d-1ubuntu0.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/numactl-2.0.11-1ubuntu1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxv-2%3A1.0.10-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/harfbuzz-1.0.1-1ubuntu0.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-callout-3.13-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-cert-utils-9.11-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-xio-gsi-driver-3.8-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lsb-9.20160110ubuntu0.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/glib2.0-2.48.2-0ubuntu4.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/p11-kit-0.23.2-5~ubuntu16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/apt-1.2.29" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pyopenssl-0.15.1-2ubuntu0.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lz4-0.0~r131-2ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libpng-1.2.54-1ubuntu1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxtst-2%3A1.2.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/shared-mime-info-1.5-2ubuntu0.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/ncurses-6.0%2B20160213-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libsepol-2.4-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pygobject-3.20.0-0ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/freetype-2.6.1-0.1ubuntu2.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-setuptools-20.7.0-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libnl3-3.2.27-1ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/alsa-lib-1.1.0-0ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pcre3-2%3A8.38-3.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/perl-5.22.1-9ubuntu0.5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/cryptsetup-2%3A1.6.6-5ubuntu2.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/flac-1.3.1-4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pyasn1-0.1.9-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gram-protocol-12.12-6" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/java-common-0.56ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gobject-introspection-1.46.0-3ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gssapi-error-5.4-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gconf-3.2.6-3ubuntu6" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lm-sensors-1%3A3.4.0-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/psmisc-22.21-2.1build1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libjpeg8-empty-8c-2ubuntu8" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/expat-2.1.0-7ubuntu0.16.04.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python2.7-2.7.12-1ubuntu0~16.04.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xtrans-1.3.5-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libpthread-stubs-0.3-4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-ftp-client-8.27-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/ustr-1.0.4-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/tar-1.28-2.1ubuntu0.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/ca-certificates-20170717~16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/distro-info-data-0.28ubuntu0.9" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libbsd-0.8.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libgnome-2.32.1-5ubuntu1" ,
